descricao;preco;ano;km_rodado;localizacao
Volkswagen Fox 1.6 Mi Rock In Rio 8v Flex 4p Manual;52.000;2016;79.291 Km;Belo Horizonte
Jeep Compass 2.0 Night Eagle Flex Aut. 5p;108.000;2018;79.291 Km;Belo Horizonte
Jeep Renegade Longitude 2.0 Tb Diesel 4x4 Aut;97.900;2018;79.291 Km;Belo Horizonte
Audi A3 1.4 Tfsi Sportback 16v Gasolina 4p S-tronic;74.900;2016;79.291 Km;Belo Horizonte
Chevrolet Cobalt 1.8 Sfi Ltz 8v Flex 4p Automático;37.900;2013;79.291 Km;Belo Horizonte
Land Rover Discovery Sport Hse 2.2 4x4 Diesel Aut.;110.900;2016;79.291 Km;Belo Horizonte
Volkswagen Up! Up Cross Ma;52.900;2017;79.291 Km;Belo Horizonte
Ford Ka 1.0 Se Flex 4p;49.900;2020;79.291 Km;Belo Horizonte
Fiat Punto 1.4 Attractive Flex 5p;37.900;2013;79.291 Km;Belo Horizonte
Volkswagen Gol 1.0 Mi City 8v Flex 4p Manual;33.900;2015;79.291 Km;Belo Horizonte
Fiat 500 1.4 Cult 8v Flex 2p Automatizado;39.900;2012;79.291 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;46.700;2019;92.700 Km;São Benedito - Uberaba
Ford F-150 5.0 V8 Gasolina Cd Platinum Fx4 Automático;457.990;2023;92.700 Km;São Benedito - Uberaba
Renault Captur Inten 20a;75.900;2018;92.700 Km;São Benedito - Uberaba
Fiat Argo 1.3 Firefly Flex Trekking Manual;70.990;2020;92.700 Km;São Benedito - Uberaba
Volkswagen Nivus 1.0 200 Tsi Total Flex Comfortline Automático;104.900;2022;92.700 Km;São Benedito - Uberaba
Ford Ka Sedan 1.0 Ti-vct Flex Se Manual;49.990;2019;92.700 Km;São Benedito - Uberaba
Peugeot 307 1.6 Presence Pack 16v Flex 4p Manual;26.890;2010;92.700 Km;São Benedito - Uberaba
Renault Duster 2.0 16v Dynamique Hi-flex Aut. 5p;59.900;2019;92.700 Km;São Benedito - Uberaba
Fiat 500 1.4 Cult Flex Dualogic 3p;33.000;2012;92.700 Km;São Benedito - Uberaba
Chevrolet Tracker 1.4 16v Turbo Flex Premier Automático;87.900;2018;92.700 Km;São Benedito - Uberaba
Peugeot 208 1.6 Griffe 16v Flex 4p Automático;52.900;2016;92.700 Km;São Benedito - Uberaba
Chevrolet Onix 1.0 Flex Plus Lt Manual;69.900;2023;92.700 Km;São Benedito - Uberaba
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;129.900;2018;92.700 Km;São Benedito - Uberaba
Volkswagen Fox 1.6 Mi 8v Flex 4p Manual;37.900;2011;92.700 Km;São Benedito - Uberaba
Renault Kwid Intense 1.0 Flex 12v 5p Mec.;42.900;2019;92.700 Km;São Benedito - Uberaba
Renault Duster Oroch 2.0 16v Hi-flex Dynamique Automático;77.900;2019;92.700 Km;São Benedito - Uberaba
Toyota Etios Sedán Etios Sd Xs 15 At;57.990;2018;92.700 Km;São Benedito - Uberaba
Renault Kwid Zen 1.0 Flex 12v 5p Mec.;48.900;2022;92.700 Km;São Benedito - Uberaba
Ford Ecosport 1.6 16v Freestyle Flex 5p;55.900;2015;92.700 Km;São Benedito - Uberaba
Volkswagen Gol 1.6l Mb5;54.900;2021;92.700 Km;São Benedito - Uberaba
Volkswagen Fox Trendline 4p Total Flex;46.900;2017;92.700 Km;São Benedito - Uberaba
Jeep Compass Longitude F;93.900;2018;92.700 Km;São Benedito - Uberaba
Volkswagen Fox 1.0 Vht Trend Total Flex 5p;23.900;2009;92.700 Km;São Benedito - Uberaba
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;132.900;2019;92.700 Km;São Benedito - Uberaba
Volkswagen Fox 1.0 Gii;29.900;2011;92.700 Km;São Benedito - Uberaba
Fiat Bravo 1.4 16v T-jet Gasolina 4p Manual;56.990;2014;92.700 Km;São Benedito - Uberaba
Mercedes-benz Gla200 Advance Turbo 1.6;110.900;2018;92.700 Km;São Benedito - Uberaba
Hyundai Hb20 Hyundai Hb20 1.0 Comfort (flex);44.900;2015;92.700 Km;São Benedito - Uberaba
Volkswagen Saveiro Cross 1.6 T.flex 16v Cd;91.980;2022;92.700 Km;São Benedito - Uberaba
Fiat Doblo 1.8 16v Essence 5l Flex 5p;63.900;2019;92.700 Km;São Benedito - Uberaba
Chevrolet Celta 1.0 Mpfi Vhce Life 8v Flex 4p Manual;25.900;2011;92.700 Km;São Benedito - Uberaba
Volkswagen Voyage 1.6 Msi Total Flex 4p;52.900;2020;92.700 Km;São Benedito - Uberaba
Volkswagen Gol 1.6;54.900;2020;92.700 Km;São Benedito - Uberaba
Bmw Serie 1 Sport 2.0/activeflex 16v Aut.;99.890;2016;92.700 Km;São Benedito - Uberaba
Chevrolet Corsa Classic 1.0 Life Flex Power 4p;21.900;2010;92.700 Km;São Benedito - Uberaba
Chevrolet Classic 1.0 Ls Flex Power 4p;26.500;2014;92.700 Km;São Benedito - Uberaba
Mitsubishi Eclipse Cross 1.5 Mivec Turbo Gasolina Hpe-s Awd Cvt;124.000;2020;92.700 Km;São Benedito - Uberaba
Ford Fiesta 1.0 Rocam Se Flex 5p;34.900;2014;92.700 Km;São Benedito - Uberaba
Renault Duster 2.0 16v Hi-flex Dynamique 4wd Manual;59.890;2019;92.700 Km;São Benedito - Uberaba
Toyota Etios 1.5 16v Xs Aut. 4p;60.900;2018;92.700 Km;São Benedito - Uberaba
Volkswagen Gol Novo  Tl Mbv;45.990;2018;92.700 Km;São Benedito - Uberaba
Honda Hr-v 1.8 16v Flex Exl 4p Automático;111.900;2020;92.700 Km;São Benedito - Uberaba
Renault Duster 1.6 16v Sce Flex Intense X-tronic;102.990;2023;92.700 Km;São Benedito - Uberaba
Land Rover Evoque Lr  Prestige 2.2;124.900;2015;92.700 Km;São Benedito - Uberaba
Fiat Strada 1.4 Fire Flex Endurance Cs Manual;75.990;2023;92.700 Km;São Benedito - Uberaba
Fiat Toro 1.8 16v Evo Flex Endurance Manual;88.990;2021;92.700 Km;São Benedito - Uberaba
Hyundai Hb20 1.0 Sense Flex 5p;62.900;2023;92.700 Km;São Benedito - Uberaba
Ford Focus 2.0 Glx Sedan 16v Flex 4p Automático;34.990;2013;92.700 Km;São Benedito - Uberaba
Audi A3 1.4 Tfsi Sedan Attraction 16v Gasolina 4p S-tronic;65.990;2014;91.448 Km;Belo Horizonte
Volkswagen Gol 1.0 Trendline Total Flex 5p;42.900;2015;91.448 Km;Belo Horizonte
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Se 4p Automático;120.900;2018;91.448 Km;Belo Horizonte
Chevrolet Onix 1.0 Lt 5p;51.000;2018;91.448 Km;Belo Horizonte
Volkswagen Gol 1.0 12v Mpi Totalflex Track 4p Manual;52.900;2018;91.448 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;49.900;2019;91.448 Km;Belo Horizonte
Ford Ka 1.0 Se/se Plus Tivct Flex 5p;44.900;2018;91.448 Km;Belo Horizonte
Fiat Palio 1.0 Mpi Attractive 8v Flex 4p Manual;29.990;2013;91.448 Km;Belo Horizonte
Fiat Toro 1.3 Turbo 270 Flex Volcano At6;142.900;2023;91.448 Km;Belo Horizonte
Jeep Renegade 1.8 Longitude Flex Aut. 5p;71.900;2016;91.448 Km;Belo Horizonte
Renault Sandero 1.0 Expression 16v Flex 4p Manual;34.990;2016;91.448 Km;Belo Horizonte
Honda Hr-v 1.8 16v Flex Ex 4p Automático;85.990;2017;91.448 Km;Belo Horizonte
Renault Captur 1.6 16v Sce Flex Zen X-tronic;71.900;2018;91.448 Km;Belo Horizonte
Fiat Mobi 1.0 8v Evo Flex Like. Manual;43.900;2018;91.448 Km;Belo Horizonte
Fiat Toro 1.3 Turbo 270 Flex Volcano At6;129.900;2022;91.448 Km;Belo Horizonte
Ford Focus Sedan 2.0 Se Flex Aut. 4p;50.000;2015;91.448 Km;Belo Horizonte
Volkswagen Up! 1.0 Mpi Take Up 12v Flex 4p Manual;38.900;2015;91.448 Km;Belo Horizonte
Chevrolet Cobalt 1.8 Ltz Aut. 4p;75.900;2020;91.448 Km;Belo Horizonte
Audi Q3 1.4 Tfsi Ambiente Gasolina 4p S Tronic;93.800;2016;91.448 Km;Belo Horizonte
Nissan Versa 1.6 Sv 16v Flex 4p Manual;47.900;2014;91.448 Km;Belo Horizonte
Chevrolet Onix 1.4 Advantage Aut. 5p;59.900;2018;91.448 Km;Belo Horizonte
Chery Qq Qq 1.0 Look Fl 12v/1.0 12v Flex 5p;19.900;2012;91.448 Km;Belo Horizonte
Chevrolet Onix 1.0 Lt 5p;42.000;2016;91.448 Km;Belo Horizonte
Jeep Compass Limited 2.0 4x2 Flex 16v Aut;99.000;2017;91.448 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;39.900;2015;91.448 Km;Belo Horizonte
Hyundai Creta 1.6 16v Flex Pulse Automático;86.900;2017;91.448 Km;Belo Horizonte
Land Rover Discovery Sport 2.2 16v Sd4 Turbo Diesel Se 4p Automático;119.900;2016;91.448 Km;Belo Horizonte
Hyundai Hb20 1.0 Comfort 12v Flex 4p Manual;52.900;2017;91.448 Km;Belo Horizonte
Nissan March 16s;39.900;2016;91.448 Km;Belo Horizonte
Ford Ka 1.5 Se Flex 4p;47.000;2019;91.448 Km;Belo Horizonte
Ford Ka 1.0 Se Plus Flex 4p;51.990;2020;91.448 Km;Belo Horizonte
Jeep Compass 2.0 16v Diesel Trailhawk 4x4 Automático;109.900;2017;91.448 Km;Belo Horizonte
Fiat Mobi 1.0 Drive Flex 5p;47.500;2020;91.448 Km;Belo Horizonte
Fiat Uno 1.0 Evo Vivace 8v Flex 4p Manual;28.990;2012;91.448 Km;Belo Horizonte
Volkswagen Up! 1.0 Tsi Move Up 12v Flex 4p Manual;51.900;2018;91.448 Km;Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Automático;105.590;2023;91.448 Km;Belo Horizonte
Hyundai Hb20 1.0 12v Flex Comfort Manual;68.890;2024;91.448 Km;Belo Horizonte
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6;107.490;2023;91.448 Km;Belo Horizonte
Fiat Mobi 1.0 Evo Flex Like. Manual;52.990;2023;91.448 Km;Belo Horizonte
Fiat Mobi 1.0 Evo Flex Like. Manual;52.990;2023;91.448 Km;Belo Horizonte
Hyundai Creta 1.6 16v Flex Action Automático;95.390;2022;91.448 Km;Belo Horizonte
Chevrolet Onix Hatch Lt 1.0 12v Flex 5p Mec.;74.980;2023;91.448 Km;Belo Horizonte
Honda Civic 2.0 16v Flexone Sport 4p Manual;90.900;2017;91.448 Km;Belo Horizonte
Chevrolet Onix Joy;54.900;2020;91.448 Km;Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Automático;105.590;2023;91.448 Km;Belo Horizonte
Renault Captur Inten 20a;83.900;2020;91.448 Km;Belo Horizonte
Land Rover Range Rover Evoque 2.0 Si4 Prestige Tech Pack 5p;93.900;2013;91.448 Km;Belo Horizonte
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual;48.900;2014;91.448 Km;Belo Horizonte
Jeep Compass 2.0 Longitude Aut. 5p;107.900;2017;100.000 Km;Brasil - Uberlândia
Hyundai Hb20 1.0 12v Flex Comfort Manual;68.990;2024;100.000 Km;Brasil - Uberlândia
Ford Focus 2.0 Titanium Plus 16v Flex 4p Powershift;48.990;2015;100.000 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Evo Flex Like. Manual;52.990;2023;100.000 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Evo Flex Like. Manual;52.790;2023;100.000 Km;Brasil - Uberlândia
Citroën C3 1.0 Firefly Flex Live Pack Manual;64.190;2023;100.000 Km;Brasil - Uberlândia
Chevrolet Tracker 1.4 16v Turbo Flex Premier Automático;84.900;2018;100.000 Km;Brasil - Uberlândia
Volkswagen T-cross 1.0 200 Tsi Total Flex Automático;87.990;2020;100.000 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Evo Flex Like. Manual;52.990;2023;100.000 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Evo Flex Like. Manual;52.990;2023;100.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 Total Flex 3p;27.500;2013;100.000 Km;Brasil - Uberlândia
Chevrolet Celta 1.0 Mpfi Life 8v Flex 2p Manual;20.900;2011;100.000 Km;Brasil - Uberlândia
Renault Logan 1.6 16v Sce Flex Zen Manual;59.990;2022;100.000 Km;Brasil - Uberlândia
Fiat Argo 1.0 Firefly Flex Drive Manual;66.590;2023;100.000 Km;Brasil - Uberlândia
Jeep Renegade 1.3 T270 Turbo Flex Sport At6;101.890;2023;100.000 Km;Brasil - Uberlândia
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;124.290;2022;100.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Flex Plus Lt Manual;73.990;2023;100.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Turbo Flex Plus Lt Automático;91.790;2023;100.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 12v Total Flex 5p;52.000;2020;100.000 Km;Brasil - Uberlândia
Jeep Compass 1.3 T270 Turbo Flex Longitude At6;131.990;2022;100.000 Km;Brasil - Uberlândia
Nissan Versa 1.6 Advance 16v Cvt 4p;96.000;2023;100.000 Km;Brasil - Uberlândia
Renault Kwid 1.0 12v Intense Sce 5p;45.900;2019;100.000 Km;Brasil - Uberlândia
Hyundai Hb20s 1.0 12v Flex Comfort Manual;72.990;2023;100.000 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Evo Flex Like. Manual;51.890;2023;100.000 Km;Brasil - Uberlândia
Ford Fiesta Flex 1.0;25.900;2010;100.000 Km;Brasil - Uberlândia
Jeep Renegade 1.8 Sport Flex Aut. 5p;69.900;2016;100.000 Km;Brasil - Uberlândia
Volkswagen Up! 1.0 Mpi Move Up 12v Flex 4p Manual;39.900;2015;100.000 Km;Brasil - Uberlândia
Kia Soul 1.6 Ex 16v Gasolina 4p Automático;38.900;2010;100.000 Km;Brasil - Uberlândia
Fiat Uno 1.0 Attractive Flex 5p 5 Marchas;47.900;2021;100.000 Km;Brasil - Uberlândia
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Manual;74.900;2015;100.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;54.900;2020;100.000 Km;Brasil - Uberlândia
Volkswagen Cross Up! 1.0 5p;43.900;2015;100.000 Km;Brasil - Uberlândia
Chevrolet Celta 1.0l Ls;24.900;2012;100.000 Km;Brasil - Uberlândia
Volkswagen Virtus 1.0 Highline 200 Tsi Aut. 4p 6 Marchas;90.900;2021;100.000 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Fly Flex 5p;33.900;2012;100.000 Km;Brasil - Uberlândia
Citroën C4 Cactus 1.6 Vti 120 Flex Feel Eat6;84.990;2023;100.000 Km;Brasil - Uberlândia
Fiat Uno 1.0 Fire Flex Attractive Manual;46.900;2020;100.000 Km;Brasil - Uberlândia
Chevrolet Sonic 1.6 Ltz 16v Flex 4p Automático;37.990;2012;100.000 Km;Brasil - Uberlândia
Toyota Etios 1.5 X Plus 16v Flex 4p Automático;64.990;2019;100.000 Km;Brasil - Uberlândia
Ford Ecosport Fsl At1.6b;60.900;2017;100.000 Km;Brasil - Uberlândia
Chevrolet Celta 1.0 Life Flex Power 3p;23.500;2011;100.000 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Evo Flex Like. Manual;52.790;2023;100.000 Km;Brasil - Uberlândia
Volkswagen Voyage 1.6 Vht Total Flex 4p;36.900;2015;100.000 Km;Brasil - Uberlândia
Bmw Serie 3 2.0 M Sport Active Flex Aut. 4p;127.000;2017;100.000 Km;Brasil - Uberlândia
Honda Civic 1.8 Lxs 16v Flex 4p Manual;45.990;2008;100.000 Km;Brasil - Uberlândia
Chevrolet Tracker 1.4 16v Turbo Flex Premier Automático;82.700;2018;100.000 Km;Brasil - Uberlândia
Renault Captur 1.6 16v Sce Flex Intense X-tronic;80.900;2019;100.000 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Flex;29.900;2011;100.000 Km;Brasil - Uberlândia
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;87.900;2015;77.600 Km;Belo Horizonte
Fiat Argo 1.0 Flex 5p;61.500;2022;77.600 Km;Belo Horizonte
Fiat Toro Freedom 1.3 T270 4x2 Flex Aut.;118.000;2022;77.600 Km;Belo Horizonte
Renault Clio 1.0 Expression 16v Flex 4p Manual;29.900;2014;77.600 Km;Belo Horizonte
Volkswagen Up! 1.0 Tsi Move 5p;48.600;2016;77.600 Km;Belo Horizonte
Volkswagen Up! 1.0 Mpi Move Up 12v Flex 4p Manual;53.990;2019;77.600 Km;Belo Horizonte
Chevrolet Onix 1.4 Ltz 5p;56.990;2016;77.600 Km;Belo Horizonte
Ford Ecosport 1.6 16v Freestyle Flex 5p;43.990;2012;77.600 Km;Belo Horizonte
Chevrolet Onix 1.0 Lt 5p;73.900;2023;77.600 Km;Belo Horizonte
Hyundai Hb20 1.0 Evolution Flex 5p;67.900;2022;77.600 Km;Belo Horizonte
Volkswagen Voyage 1.6 Msi Total Flex 4p;56.900;2021;77.600 Km;Belo Horizonte
Peugeot 208 1.6 Griffe 16v Flex 4p Automático;37.900;2015;77.600 Km;Belo Horizonte
Volkswagen Gol 1.6 Msi Comfortline Total Flex 5p;45.990;2015;77.600 Km;Belo Horizonte
Chevrolet Cruze Sedan 1.8 Lt Ecotec 6 4p;63.990;2015;77.600 Km;Belo Horizonte
Volkswagen Voyage 1.0 Flex 12v 4p;58.890;2023;77.600 Km;Belo Horizonte
Volkswagen Fox 1.6 Bluemotion Total Flex 5p;36.500;2013;77.600 Km;Belo Horizonte
Jeep Compass 2.0 16v Flex Sport Automático;92.900;2018;77.600 Km;Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático;107.590;2023;77.600 Km;Belo Horizonte
Chevrolet Tracker 1.2 Turbo Flex Premier Automático;116.290;2021;77.600 Km;Belo Horizonte
Hyundai Creta 1.6 16v Flex Attitude Automático;85.000;2020;77.600 Km;Belo Horizonte
Suzuki Jimny 1.5 Gasolina Sierra 4style 4x4  Automático;139.900;2020;77.600 Km;Belo Horizonte
Chevrolet Onix 1.0 Flex Lt Manual;70.900;2022;77.600 Km;Belo Horizonte
Volkswagen Virtus 1.0 200 Tsi Highline Automático;114.990;2024;77.600 Km;Belo Horizonte
Toyota Corolla 1.8 Vvt-i Hybrid Flex Altis Cvt;160.490;2022;77.600 Km;Belo Horizonte
Citroën C3 1.2 Pure Tech Flex Attraction Manual;51.900;2020;77.600 Km;Belo Horizonte
Volkswagen Polo 1.0 Tsi Comfortline 200 Aut. 5p;72.999;2018;77.600 Km;Belo Horizonte
Jeep Compass 2.0 Longitude Flex Aut. 5p;92.900;2017;77.600 Km;Belo Horizonte
Chevrolet Prisma 1.4 Lt Aut. 4p;55.990;2016;77.600 Km;Belo Horizonte
Volkswagen Up! 1.0 Mpi Take Up 12v Flex 4p Manual;36.900;2015;77.600 Km;Belo Horizonte
Volkswagen Gol 1.0 Mi Trendline 8v Flex 4p Manual;39.900;2015;77.600 Km;Belo Horizonte
Renault Sandero 1.6 Stepway 16v Flex 4p Automático;37.900;2012;77.600 Km;Belo Horizonte
Chevrolet Tracker 1.4 16v Turbo Flex Lt Automático;79.900;2018;77.600 Km;Belo Horizonte
Land Rover Discovery Sport 2.0 16v Si4 Turbo Gasolina Hse 4p Automático;114.700;2015;77.600 Km;Belo Horizonte
Chevrolet Equinox 2.0 16v Turbo Gasolina Premier Awd Automático;127.700;2019;77.600 Km;Belo Horizonte
Jeep Compass 2.0 16v Flex Sport Automático;82.990;2017;77.600 Km;Belo Horizonte
Volkswagen Voyage 1.6 Msi Total Flex 4p;50.900;2020;77.600 Km;Belo Horizonte
Fiat Grand Siena 1.4 Attractive Flex 4p;48.000;2017;77.600 Km;Belo Horizonte
Chevrolet Cobalt 1.4 Ltz 4p;35.900;2012;77.600 Km;Belo Horizonte
Hyundai Creta 1.6 16v Flex Action Automático;92.990;2021;77.600 Km;Belo Horizonte
Land Rover Range Rover Velar 3.0 R-dynamic S Supercharged 5p;330.000;2018;77.600 Km;Belo Horizonte
Volkswagen Up! 1.0 Tsi Move Up 12v Flex 4p Manual;47.700;2016;77.600 Km;Belo Horizonte
Honda Cr-v 1.5 16v Vtc Turbo Gasolina Touring Awd Cvt;157.900;2018;77.600 Km;Belo Horizonte
Mercedes-benz Gla200 200 Style 1.6 Tb 16v/flex Aut.;102.980;2016;77.600 Km;Belo Horizonte
Honda Hr-v 1.8 16v Flex Lx 4p Manual;76.990;2016;77.600 Km;Belo Horizonte
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;68.900;2016;77.600 Km;Belo Horizonte
Jeep Renegade 1.8 Flex Aut. 5p;70.000;2017;77.600 Km;Belo Horizonte
Ford Focus 1.6 Se 16v Flex 4p Manual;45.900;2014;77.600 Km;Belo Horizonte
Mitsubishi Eclipse Cross 1.5 Mivec Turbo Gasolina Hpe-s Cvt;151.990;2023;77.600 Km;Belo Horizonte
Chevrolet Tracker 1.2 Turbo Flex Premier Automático;116.290;2021;46.728 Km;Belo Horizonte
Volkswagen Saveiro 1.6 Msi Robust Cd 16v Flex 2p Manual;73.390;2023;46.728 Km;Belo Horizonte
Jeep Compass 2.0 Td350 Turbo Diesel Longitude At9;177.590;2023;46.728 Km;Belo Horizonte
Chevrolet Tracker 1.2 Turbo Flex Premier Automático;116.990;2023;46.728 Km;Belo Horizonte
Chevrolet Tracker 1.2 Turbo Flex Ltz Automático;104.890;2021;46.728 Km;Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático;108.990;2023;46.728 Km;Belo Horizonte
Chevrolet Tracker 1.2 Turbo Flex Premier Automático;116.990;2023;46.728 Km;Belo Horizonte
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6;105.990;2023;46.728 Km;Belo Horizonte
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6;105.990;2023;46.728 Km;Belo Horizonte
Ford Fiesta Ha 1.6l Seab;49.900;2016;46.728 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático;94.900;2019;46.728 Km;Belo Horizonte
Volkswagen Gol 1.6 Vht Power Total Flex 5p;32.000;2010;46.728 Km;Belo Horizonte
Toyota Corolla 2.0 Vvt-ie Flex Altis Direct Shift;129.900;2020;46.728 Km;Belo Horizonte
Fiat Uno Vivace 1.0;34.900;2014;46.728 Km;Belo Horizonte
Chevrolet Corsa 1.4 Mpfi Maxx 8v Flex 4p Manual;32.900;2012;46.728 Km;Belo Horizonte
Fiat Strada 1.4 Fire Flex Endurance Cs Manual;68.635;2023;46.728 Km;Belo Horizonte
Chery Tiggo 3x 1.0 Vvt Turbo Iflex Plus Cvt;88.000;2022;46.728 Km;Belo Horizonte
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual;50.999;2014;46.728 Km;Belo Horizonte
Chevrolet Tracker 1.4 16v Turbo Flex Lt Automático;83.900;2019;46.728 Km;Belo Horizonte
Fiat Uno 1.0 Evo Way 8v Flex 4p Manual;34.900;2012;46.728 Km;Belo Horizonte
Fiat Palio 1.6 16v Essence Flex 5p;46.900;2016;46.728 Km;Belo Horizonte
Hyundai Hb20 1.0 Comfort 12v Flex 4p Manual;46.990;2017;46.728 Km;Belo Horizonte
Ford Ecosport 2.0 Direct Flex Storm 4wd Automático;84.900;2020;46.728 Km;Belo Horizonte
Volkswagen Saveiro 1.6 Msi Robust Cs 8v Flex 2p Manual;55.900;2019;46.728 Km;Belo Horizonte
Fiat Uno Mille Way;18.000;2009;46.728 Km;Belo Horizonte
Ford Ka Se 1.0 Ha B;42.900;2018;46.728 Km;Belo Horizonte
Citroën C3 1.2 Origine 12v Flex 4p Manual;35.990;2017;46.728 Km;Belo Horizonte
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;104.900;2020;46.728 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Sport 4p 4x4 Automático;72.990;2016;46.728 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático;73.990;2016;46.728 Km;Belo Horizonte
Hyundai Hb20s 1.0 Evolution Flex 4p;70.900;2022;46.728 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático;79.990;2017;46.728 Km;Belo Horizonte
Chevrolet Tracker 1.0 Turbo Flex Lt Automático;96.990;2021;46.728 Km;Belo Horizonte
Fiat Toro 2.0 Volcano 4x4 Aut. 4p;119.900;2019;46.728 Km;Belo Horizonte
Volkswagen Voyage 1.6 Msi Totalflex 4p Manual;52.900;2020;46.728 Km;Belo Horizonte
Ford Ka Sedan 1.0 Ti-vct Flex Se Manual;49.990;2016;46.728 Km;Belo Horizonte
Peugeot 2008 1.6 16v Griffe Flex Aut. 5p;55.900;2016;46.728 Km;Belo Horizonte
Ford Ecosport 2.0 Direct Flex Storm 4wd Automático;84.900;2020;46.728 Km;Belo Horizonte
Chevrolet Prisma 1.0 Lt 4p;46.900;2014;46.728 Km;Belo Horizonte
Volkswagen Fox 1.0 Mi Trendline 8v Flex 4p Manual;43.900;2015;46.728 Km;Belo Horizonte
Jeep Compass 2.0 16v Flex Limited Automático;94.800;2018;46.728 Km;Belo Horizonte
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;129.900;2017;46.728 Km;Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático;103.900;2021;46.728 Km;Belo Horizonte
Hyundai Ix35 2.0 Mpfi Gls 16v Flex 4p Automático;87.900;2017;46.728 Km;Belo Horizonte
Fiat Uno 1.0 Vivace Flex 5p;29.900;2014;46.728 Km;Belo Horizonte
Jeep Compass 2.0 S 4x4 Aut. 5p;115.900;2019;46.728 Km;Belo Horizonte
Renault Duster 1.6 16v Sce Flex Dynamique Manual;72.800;2017;46.728 Km;Belo Horizonte
Mitsubishi Outlander 3.0 Gt 4x4 V6 24v Gasolina 4p Automático;99.990;2016;46.728 Km;Belo Horizonte
Honda Fit 1.5 Lx Flex Aut. 5p;57.900;2015;128.000 Km;Santa Mônica - Uberlândia
Ford Ka 1.0 Se Plus Flex 5p;49.900;2020;128.000 Km;Santa Mônica - Uberlândia
Volkswagen T-cross 1.0 200 Tsi Total Flex Automático;89.900;2020;128.000 Km;Santa Mônica - Uberlândia
Volvo S60 2.0 T5 Dynamic Gasolina 4p Automático;50.990;2011;128.000 Km;Santa Mônica - Uberlândia
Volkswagen Voyage 1.6 16v Msi Totalflex 4p Automático;63.000;2019;128.000 Km;Santa Mônica - Uberlândia
Chevrolet Onix Chevrolet Onix 1.0 Lt Spe/4;54.000;2018;128.000 Km;Santa Mônica - Uberlândia
Renault Sandero 1.0 Authentique Plus 16v Flex 4p Manual;33.990;2016;128.000 Km;Santa Mônica - Uberlândia
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;46.990;2018;128.000 Km;Santa Mônica - Uberlândia
Fiat Palio 1.4 Attractive Flex 5p;39.999;2013;128.000 Km;Santa Mônica - Uberlândia
Volkswagen Polo 1.0 Mpi Total Flex Manual;65.900;2020;128.000 Km;Santa Mônica - Uberlândia
Toyota Etios 1.5 Xs Sedan 16v Flex 4p Manual;50.900;2017;128.000 Km;Santa Mônica - Uberlândia
Hyundai Hb20 1.0 Comfort 12v Flex 4p Manual;49.990;2015;128.000 Km;Santa Mônica - Uberlândia
